log,cleaned_log,label,stage,severity,root_cause
"2026-04-01T10:32:12.000Z ##[group]Run CI for pytorch/pytorch
2026-04-01T10:32:12.000Z Runner image: ubuntu-latest
2026-04-01T10:32:12.000Z Language: rust
2026-04-01T10:32:12.000Z ERROR: Module not found: Cannot resolve 'numpy'
2026-04-01T10:32:12.000Z npm ERR! code E404
2026-04-01T10:32:12.000Z ##[error]Dependency installation failed",2026-04-01t10:32:12.000z group run ci for pytorch/pytorch 2026-04-01t10:32:12.000z runner image: ubuntu-latest 2026-04-01t10:32:12.000z language: rust 2026-04-01t10:32:12.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency
"2026-04-01T12:21:06.000Z ##[group]Run CI for apache/spark
2026-04-01T12:21:06.000Z Runner image: windows-latest
2026-04-01T12:21:06.000Z Language: rust
2026-04-01T12:21:06.000Z ERROR: Module not found: Cannot resolve 'pytest'
2026-04-01T12:21:06.000Z npm ERR! code E404
2026-04-01T12:21:06.000Z ##[error]Dependency installation failed",2026-04-01t12:21:06.000z group run ci for apache/spark 2026-04-01t12:21:06.000z runner image: windows-latest 2026-04-01t12:21:06.000z language: rust 2026-04-01t12:21:06.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency
"2026-04-01T10:36:19.000Z ##[group]Run CI for vercel/next.js
2026-04-01T10:36:19.000Z Runner image: windows-latest
2026-04-01T10:36:19.000Z Language: node
2026-04-01T10:36:19.000Z ERROR: Module not found: Cannot resolve 'react-dom'
2026-04-01T10:36:19.000Z npm ERR! code E404
2026-04-01T10:36:19.000Z ##[error]Dependency installation failed",2026-04-01t10:36:19.000z group run ci for vercel/next.js 2026-04-01t10:36:19.000z runner image: windows-latest 2026-04-01t10:36:19.000z language: node 2026-04-01t10:36:19.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency
"2026-04-01T08:49:35.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T08:49:35.000Z Runner image: ubuntu-latest
2026-04-01T08:49:35.000Z Language: java
2026-04-01T08:49:35.000Z ERROR: Module not found: Cannot resolve 'torch'
2026-04-01T08:49:35.000Z npm ERR! code E404
2026-04-01T08:49:35.000Z ##[error]Dependency installation failed",2026-04-01t08:49:35.000z group run ci for spring-projects/spring-boot 2026-04-01t08:49:35.000z runner image: ubuntu-latest 2026-04-01t08:49:35.000z language: java 2026-04-01t08:49:35.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency
"2026-04-01T08:50:36.000Z ##[group]Run CI for nodejs/node
2026-04-01T08:50:36.000Z Runner image: macos-latest
2026-04-01T08:50:36.000Z Language: go
2026-04-01T08:50:36.000Z ERROR: Module not found: Cannot resolve 'torch'
2026-04-01T08:50:36.000Z npm ERR! code E404
2026-04-01T08:50:36.000Z ##[error]Dependency installation failed",2026-04-01t08:50:36.000z group run ci for nodejs/node 2026-04-01t08:50:36.000z runner image: macos-latest 2026-04-01t08:50:36.000z language: go 2026-04-01t08:50:36.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency
"2026-04-01T10:42:03.000Z ##[group]Run CI for apache/spark
2026-04-01T10:42:03.000Z Runner image: windows-latest
2026-04-01T10:42:03.000Z Language: go
2026-04-01T10:42:03.000Z ERROR: Module not found: Cannot resolve 'torch'
2026-04-01T10:42:03.000Z npm ERR! code E404
2026-04-01T10:42:03.000Z ##[error]Dependency installation failed",2026-04-01t10:42:03.000z group run ci for apache/spark 2026-04-01t10:42:03.000z runner image: windows-latest 2026-04-01t10:42:03.000z language: go 2026-04-01t10:42:03.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency
"2026-04-01T14:28:04.000Z ##[group]Run CI for apache/spark
2026-04-01T14:28:04.000Z Runner image: ubuntu-latest
2026-04-01T14:28:04.000Z Language: python
2026-04-01T14:28:04.000Z ERROR: Module not found: Cannot resolve 'spring-core'
2026-04-01T14:28:04.000Z npm ERR! code E404
2026-04-01T14:28:04.000Z ##[error]Dependency installation failed",2026-04-01t14:28:04.000z group run ci for apache/spark 2026-04-01t14:28:04.000z runner image: ubuntu-latest 2026-04-01t14:28:04.000z language: python 2026-04-01t14:28:04.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency
"2026-04-01T12:39:05.000Z ##[group]Run CI for facebook/react
2026-04-01T12:39:05.000Z Runner image: ubuntu-latest
2026-04-01T12:39:05.000Z Language: node
2026-04-01T12:39:05.000Z ERROR: Module not found: Cannot resolve 'numpy'
2026-04-01T12:39:05.000Z npm ERR! code E404
2026-04-01T12:39:05.000Z ##[error]Dependency installation failed",2026-04-01t12:39:05.000z group run ci for facebook/react 2026-04-01t12:39:05.000z runner image: ubuntu-latest 2026-04-01t12:39:05.000z language: node 2026-04-01t12:39:05.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency
"2026-04-01T10:48:49.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-01T10:48:49.000Z Runner image: macos-latest
2026-04-01T10:48:49.000Z Language: go
2026-04-01T10:48:49.000Z ERROR: Module not found: Cannot resolve 'spring-core'
2026-04-01T10:48:49.000Z npm ERR! code E404
2026-04-01T10:48:49.000Z ##[error]Dependency installation failed",2026-04-01t10:48:49.000z group run ci for tensorflow/tensorflow 2026-04-01t10:48:49.000z runner image: macos-latest 2026-04-01t10:48:49.000z language: go 2026-04-01t10:48:49.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency
"2026-04-01T14:40:19.000Z ##[group]Run CI for django/django
2026-04-01T14:40:19.000Z Runner image: windows-latest
2026-04-01T14:40:19.000Z Language: go
2026-04-01T14:40:19.000Z ERROR: Module not found: Cannot resolve 'spring-core'
2026-04-01T14:40:19.000Z npm ERR! code E404
2026-04-01T14:40:19.000Z ##[error]Dependency installation failed",2026-04-01t14:40:19.000z group run ci for django/django 2026-04-01t14:40:19.000z runner image: windows-latest 2026-04-01t14:40:19.000z language: go 2026-04-01t14:40:19.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency
"2026-04-01T08:56:48.000Z ##[group]Run CI for angular/angular
2026-04-01T08:56:48.000Z Runner image: ubuntu-latest
2026-04-01T08:56:48.000Z Language: rust
2026-04-01T08:56:48.000Z ERROR: Module not found: Cannot resolve 'numpy'
2026-04-01T08:56:48.000Z npm ERR! code E404
2026-04-01T08:56:48.000Z ##[error]Dependency installation failed",2026-04-01t08:56:48.000z group run ci for angular/angular 2026-04-01t08:56:48.000z runner image: ubuntu-latest 2026-04-01t08:56:48.000z language: rust 2026-04-01t08:56:48.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency
"2026-04-01T10:54:11.000Z ##[group]Run CI for vercel/next.js
2026-04-01T10:54:11.000Z Runner image: windows-latest
2026-04-01T10:54:11.000Z Language: python
2026-04-01T10:54:11.000Z ERROR: Module not found: Cannot resolve 'spring-core'
2026-04-01T10:54:11.000Z npm ERR! code E404
2026-04-01T10:54:11.000Z ##[error]Dependency installation failed",2026-04-01t10:54:11.000z group run ci for vercel/next.js 2026-04-01t10:54:11.000z runner image: windows-latest 2026-04-01t10:54:11.000z language: python 2026-04-01t10:54:11.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency
"2026-04-01T14:52:44.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-01T14:52:44.000Z Runner image: ubuntu-latest
2026-04-01T14:52:44.000Z Language: python
2026-04-01T14:52:44.000Z ERROR: Module not found: Cannot resolve 'spring-core'
2026-04-01T14:52:44.000Z npm ERR! code E404
2026-04-01T14:52:44.000Z ##[error]Dependency installation failed",2026-04-01t14:52:44.000z group run ci for tensorflow/tensorflow 2026-04-01t14:52:44.000z runner image: ubuntu-latest 2026-04-01t14:52:44.000z language: python 2026-04-01t14:52:44.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency
"2026-04-01T12:57:45.000Z ##[group]Run CI for apache/spark
2026-04-01T12:57:45.000Z Runner image: windows-latest
2026-04-01T12:57:45.000Z Language: python
2026-04-01T12:57:45.000Z ERROR: Module not found: Cannot resolve 'torch'
2026-04-01T12:57:45.000Z npm ERR! code E404
2026-04-01T12:57:45.000Z ##[error]Dependency installation failed",2026-04-01t12:57:45.000z group run ci for apache/spark 2026-04-01t12:57:45.000z runner image: windows-latest 2026-04-01t12:57:45.000z language: python 2026-04-01t12:57:45.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency
"2026-04-01T11:00:27.000Z ##[group]Run CI for apache/spark
2026-04-01T11:00:27.000Z Runner image: ubuntu-latest
2026-04-01T11:00:27.000Z Language: node
2026-04-01T11:00:27.000Z ERROR: Module not found: Cannot resolve 'react-dom'
2026-04-01T11:00:27.000Z npm ERR! code E404
2026-04-01T11:00:27.000Z ##[error]Dependency installation failed",2026-04-01t11:00:27.000z group run ci for apache/spark 2026-04-01t11:00:27.000z runner image: ubuntu-latest 2026-04-01t11:00:27.000z language: node 2026-04-01t11:00:27.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency
"2026-04-01T11:02:04.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T11:02:04.000Z Runner image: ubuntu-latest
2026-04-01T11:02:04.000Z Language: node
2026-04-01T11:02:04.000Z src/scheduler/handler.py:94: SyntaxError: unexpected token '@'
2026-04-01T11:02:04.000Z pylint: E0001 syntax-error
2026-04-01T11:02:04.000Z ##[error]Build stopped due to syntax error",2026-04-01t11:02:04.000z group run ci for spring-projects/spring-boot 2026-04-01t11:02:04.000z runner image: ubuntu-latest 2026-04-01t11:02:04.000z language: node 2026-04-01t11:02:04.000z src/scheduler/handler.py:94: syntaxerror: unexpected token 2026-04-01t11:02:04.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T15:08:07.000Z ##[group]Run CI for microsoft/vscode
2026-04-01T15:08:07.000Z Runner image: macos-latest
2026-04-01T15:08:07.000Z Language: rust
2026-04-01T15:08:07.000Z src/scheduler/handler.py:362: SyntaxError: unexpected token '['
2026-04-01T15:08:07.000Z pylint: E0001 syntax-error
2026-04-01T15:08:07.000Z ##[error]Build stopped due to syntax error",2026-04-01t15:08:07.000z group run ci for microsoft/vscode 2026-04-01t15:08:07.000z runner image: macos-latest 2026-04-01t15:08:07.000z language: rust 2026-04-01t15:08:07.000z src/scheduler/handler.py:362: syntaxerror: unexpected token 2026-04-01t15:08:07.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T15:12:28.000Z ##[group]Run CI for microsoft/vscode
2026-04-01T15:12:28.000Z Runner image: macos-latest
2026-04-01T15:12:28.000Z Language: go
2026-04-01T15:12:28.000Z src/scheduler/handler.py:316: SyntaxError: unexpected token '@'
2026-04-01T15:12:28.000Z pylint: E0001 syntax-error
2026-04-01T15:12:28.000Z ##[error]Build stopped due to syntax error",2026-04-01t15:12:28.000z group run ci for microsoft/vscode 2026-04-01t15:12:28.000z runner image: macos-latest 2026-04-01t15:12:28.000z language: go 2026-04-01t15:12:28.000z src/scheduler/handler.py:316: syntaxerror: unexpected token 2026-04-01t15:12:28.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T13:12:01.000Z ##[group]Run CI for facebook/react
2026-04-01T13:12:01.000Z Runner image: windows-latest
2026-04-01T13:12:01.000Z Language: java
2026-04-01T13:12:01.000Z src/router/handler.py:127: SyntaxError: unexpected token '@'
2026-04-01T13:12:01.000Z pylint: E0001 syntax-error
2026-04-01T13:12:01.000Z ##[error]Build stopped due to syntax error",2026-04-01t13:12:01.000z group run ci for facebook/react 2026-04-01t13:12:01.000z runner image: windows-latest 2026-04-01t13:12:01.000z language: java 2026-04-01t13:12:01.000z src/router/handler.py:127: syntaxerror: unexpected token 2026-04-01t13:12:01.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T13:15:36.000Z ##[group]Run CI for angular/angular
2026-04-01T13:15:36.000Z Runner image: macos-latest
2026-04-01T13:15:36.000Z Language: python
2026-04-01T13:15:36.000Z src/worker/handler.py:400: SyntaxError: unexpected token '@'
2026-04-01T13:15:36.000Z pylint: E0001 syntax-error
2026-04-01T13:15:36.000Z ##[error]Build stopped due to syntax error",2026-04-01t13:15:36.000z group run ci for angular/angular 2026-04-01t13:15:36.000z runner image: macos-latest 2026-04-01t13:15:36.000z language: python 2026-04-01t13:15:36.000z src/worker/handler.py:400: syntaxerror: unexpected token 2026-04-01t13:15:36.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T15:24:58.000Z ##[group]Run CI for nodejs/node
2026-04-01T15:24:58.000Z Runner image: windows-latest
2026-04-01T15:24:58.000Z Language: rust
2026-04-01T15:24:58.000Z src/cache/handler.py:102: SyntaxError: unexpected token '{'
2026-04-01T15:24:58.000Z pylint: E0001 syntax-error
2026-04-01T15:24:58.000Z ##[error]Build stopped due to syntax error",2026-04-01t15:24:58.000z group run ci for nodejs/node 2026-04-01t15:24:58.000z runner image: windows-latest 2026-04-01t15:24:58.000z language: rust 2026-04-01t15:24:58.000z src/cache/handler.py:102: syntaxerror: unexpected token 2026-04-01t15:24:58.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T15:28:22.000Z ##[group]Run CI for angular/angular
2026-04-01T15:28:22.000Z Runner image: windows-latest
2026-04-01T15:28:22.000Z Language: go
2026-04-01T15:28:22.000Z src/auth/handler.py:180: SyntaxError: unexpected token '['
2026-04-01T15:28:22.000Z pylint: E0001 syntax-error
2026-04-01T15:28:22.000Z ##[error]Build stopped due to syntax error",2026-04-01t15:28:22.000z group run ci for angular/angular 2026-04-01t15:28:22.000z runner image: windows-latest 2026-04-01t15:28:22.000z language: go 2026-04-01t15:28:22.000z src/auth/handler.py:180: syntaxerror: unexpected token 2026-04-01t15:28:22.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T11:16:21.000Z ##[group]Run CI for pytorch/pytorch
2026-04-01T11:16:21.000Z Runner image: macos-latest
2026-04-01T11:16:21.000Z Language: python
2026-04-01T11:16:21.000Z src/worker/handler.py:365: SyntaxError: unexpected token '['
2026-04-01T11:16:21.000Z pylint: E0001 syntax-error
2026-04-01T11:16:21.000Z ##[error]Build stopped due to syntax error",2026-04-01t11:16:21.000z group run ci for pytorch/pytorch 2026-04-01t11:16:21.000z runner image: macos-latest 2026-04-01t11:16:21.000z language: python 2026-04-01t11:16:21.000z src/worker/handler.py:365: syntaxerror: unexpected token 2026-04-01t11:16:21.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T09:09:29.000Z ##[group]Run CI for apache/spark
2026-04-01T09:09:29.000Z Runner image: windows-latest
2026-04-01T09:09:29.000Z Language: go
2026-04-01T09:09:29.000Z src/worker/handler.py:171: SyntaxError: unexpected token '@'
2026-04-01T09:09:29.000Z pylint: E0001 syntax-error
2026-04-01T09:09:29.000Z ##[error]Build stopped due to syntax error",2026-04-01t09:09:29.000z group run ci for apache/spark 2026-04-01t09:09:29.000z runner image: windows-latest 2026-04-01t09:09:29.000z language: go 2026-04-01t09:09:29.000z src/worker/handler.py:171: syntaxerror: unexpected token 2026-04-01t09:09:29.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T15:40:55.000Z ##[group]Run CI for microsoft/vscode
2026-04-01T15:40:55.000Z Runner image: windows-latest
2026-04-01T15:40:55.000Z Language: python
2026-04-01T15:40:55.000Z src/worker/handler.py:10: SyntaxError: unexpected token ')'
2026-04-01T15:40:55.000Z pylint: E0001 syntax-error
2026-04-01T15:40:55.000Z ##[error]Build stopped due to syntax error",2026-04-01t15:40:55.000z group run ci for microsoft/vscode 2026-04-01t15:40:55.000z runner image: windows-latest 2026-04-01t15:40:55.000z language: python 2026-04-01t15:40:55.000z src/worker/handler.py:10: syntaxerror: unexpected token 2026-04-01t15:40:55.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T11:22:33.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T11:22:33.000Z Runner image: windows-latest
2026-04-01T11:22:33.000Z Language: go
2026-04-01T11:22:33.000Z src/auth/handler.py:328: SyntaxError: unexpected token '{'
2026-04-01T11:22:33.000Z pylint: E0001 syntax-error
2026-04-01T11:22:33.000Z ##[error]Build stopped due to syntax error",2026-04-01t11:22:33.000z group run ci for spring-projects/spring-boot 2026-04-01t11:22:33.000z runner image: windows-latest 2026-04-01t11:22:33.000z language: go 2026-04-01t11:22:33.000z src/auth/handler.py:328: syntaxerror: unexpected token 2026-04-01t11:22:33.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T09:12:13.000Z ##[group]Run CI for apache/spark
2026-04-01T09:12:13.000Z Runner image: macos-latest
2026-04-01T09:12:13.000Z Language: go
2026-04-01T09:12:13.000Z src/worker/handler.py:291: SyntaxError: unexpected token '{'
2026-04-01T09:12:13.000Z pylint: E0001 syntax-error
2026-04-01T09:12:13.000Z ##[error]Build stopped due to syntax error",2026-04-01t09:12:13.000z group run ci for apache/spark 2026-04-01t09:12:13.000z runner image: macos-latest 2026-04-01t09:12:13.000z language: go 2026-04-01t09:12:13.000z src/worker/handler.py:291: syntaxerror: unexpected token 2026-04-01t09:12:13.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T15:52:07.000Z ##[group]Run CI for nodejs/node
2026-04-01T15:52:07.000Z Runner image: windows-latest
2026-04-01T15:52:07.000Z Language: go
2026-04-01T15:52:07.000Z src/cache/handler.py:332: SyntaxError: unexpected token '@'
2026-04-01T15:52:07.000Z pylint: E0001 syntax-error
2026-04-01T15:52:07.000Z ##[error]Build stopped due to syntax error",2026-04-01t15:52:07.000z group run ci for nodejs/node 2026-04-01t15:52:07.000z runner image: windows-latest 2026-04-01t15:52:07.000z language: go 2026-04-01t15:52:07.000z src/cache/handler.py:332: syntaxerror: unexpected token 2026-04-01t15:52:07.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T09:14:35.000Z ##[group]Run CI for angular/angular
2026-04-01T09:14:35.000Z Runner image: ubuntu-latest
2026-04-01T09:14:35.000Z Language: node
2026-04-01T09:14:35.000Z src/scheduler/handler.py:57: SyntaxError: unexpected token '['
2026-04-01T09:14:35.000Z pylint: E0001 syntax-error
2026-04-01T09:14:35.000Z ##[error]Build stopped due to syntax error",2026-04-01t09:14:35.000z group run ci for angular/angular 2026-04-01t09:14:35.000z runner image: ubuntu-latest 2026-04-01t09:14:35.000z language: node 2026-04-01t09:14:35.000z src/scheduler/handler.py:57: syntaxerror: unexpected token 2026-04-01t09:14:35.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T11:30:31.000Z ##[group]Run CI for vercel/next.js
2026-04-01T11:30:31.000Z Runner image: ubuntu-latest
2026-04-01T11:30:31.000Z Language: go
2026-04-01T11:30:31.000Z src/auth/handler.py:159: SyntaxError: unexpected token '='
2026-04-01T11:30:31.000Z pylint: E0001 syntax-error
2026-04-01T11:30:31.000Z ##[error]Build stopped due to syntax error",2026-04-01t11:30:31.000z group run ci for vercel/next.js 2026-04-01t11:30:31.000z runner image: ubuntu-latest 2026-04-01t11:30:31.000z language: go 2026-04-01t11:30:31.000z src/auth/handler.py:159: syntaxerror: unexpected token 2026-04-01t11:30:31.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T16:04:30.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T16:04:30.000Z Runner image: macos-latest
2026-04-01T16:04:30.000Z Language: java
2026-04-01T16:04:30.000Z src/compiler/handler.py:243: SyntaxError: unexpected token '=>'
2026-04-01T16:04:30.000Z pylint: E0001 syntax-error
2026-04-01T16:04:30.000Z ##[error]Build stopped due to syntax error",2026-04-01t16:04:30.000z group run ci for spring-projects/spring-boot 2026-04-01t16:04:30.000z runner image: macos-latest 2026-04-01t16:04:30.000z language: java 2026-04-01t16:04:30.000z src/compiler/handler.py:243: syntaxerror: unexpected token 2026-04-01t16:04:30.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T11:34:55.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T11:34:55.000Z Runner image: ubuntu-latest
2026-04-01T11:34:55.000Z Language: go
2026-04-01T11:34:55.000Z src/billing/handler.py:151: SyntaxError: unexpected token '@'
2026-04-01T11:34:55.000Z pylint: E0001 syntax-error
2026-04-01T11:34:55.000Z ##[error]Build stopped due to syntax error",2026-04-01t11:34:55.000z group run ci for spring-projects/spring-boot 2026-04-01t11:34:55.000z runner image: ubuntu-latest 2026-04-01t11:34:55.000z language: go 2026-04-01t11:34:55.000z src/billing/handler.py:151: syntaxerror: unexpected token 2026-04-01t11:34:55.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T09:18:18.000Z ##[group]Run CI for django/django
2026-04-01T09:18:18.000Z Runner image: windows-latest
2026-04-01T09:18:18.000Z Language: rust
2026-04-01T09:18:18.000Z src/scheduler/handler.py:162: SyntaxError: unexpected token '='
2026-04-01T09:18:18.000Z pylint: E0001 syntax-error
2026-04-01T09:18:18.000Z ##[error]Build stopped due to syntax error",2026-04-01t09:18:18.000z group run ci for django/django 2026-04-01t09:18:18.000z runner image: windows-latest 2026-04-01t09:18:18.000z language: rust 2026-04-01t09:18:18.000z src/scheduler/handler.py:162: syntaxerror: unexpected token 2026-04-01t09:18:18.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T11:38:28.000Z ##[group]Run CI for angular/angular
2026-04-01T11:38:28.000Z Runner image: macos-latest
2026-04-01T11:38:28.000Z Language: go
2026-04-01T11:38:28.000Z src/worker/handler.py:257: SyntaxError: unexpected token ')'
2026-04-01T11:38:28.000Z pylint: E0001 syntax-error
2026-04-01T11:38:28.000Z ##[error]Build stopped due to syntax error",2026-04-01t11:38:28.000z group run ci for angular/angular 2026-04-01t11:38:28.000z runner image: macos-latest 2026-04-01t11:38:28.000z language: go 2026-04-01t11:38:28.000z src/worker/handler.py:257: syntaxerror: unexpected token 2026-04-01t11:38:28.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T16:20:29.000Z ##[group]Run CI for pytorch/pytorch
2026-04-01T16:20:29.000Z Runner image: windows-latest
2026-04-01T16:20:29.000Z Language: rust
2026-04-01T16:20:29.000Z src/worker/handler.py:106: SyntaxError: unexpected token '{'
2026-04-01T16:20:29.000Z pylint: E0001 syntax-error
2026-04-01T16:20:29.000Z ##[error]Build stopped due to syntax error",2026-04-01t16:20:29.000z group run ci for pytorch/pytorch 2026-04-01t16:20:29.000z runner image: windows-latest 2026-04-01t16:20:29.000z language: rust 2026-04-01t16:20:29.000z src/worker/handler.py:106: syntaxerror: unexpected token 2026-04-01t16:20:29.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T16:24:02.000Z ##[group]Run CI for vercel/next.js
2026-04-01T16:24:02.000Z Runner image: macos-latest
2026-04-01T16:24:02.000Z Language: go
2026-04-01T16:24:02.000Z src/billing/handler.py:391: SyntaxError: unexpected token '{'
2026-04-01T16:24:02.000Z pylint: E0001 syntax-error
2026-04-01T16:24:02.000Z ##[error]Build stopped due to syntax error",2026-04-01t16:24:02.000z group run ci for vercel/next.js 2026-04-01t16:24:02.000z runner image: macos-latest 2026-04-01t16:24:02.000z language: go 2026-04-01t16:24:02.000z src/billing/handler.py:391: syntaxerror: unexpected token 2026-04-01t16:24:02.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T11:44:31.000Z ##[group]Run CI for apache/spark
2026-04-01T11:44:31.000Z Runner image: macos-latest
2026-04-01T11:44:31.000Z Language: go
2026-04-01T11:44:31.000Z src/compiler/handler.py:74: SyntaxError: unexpected token '@'
2026-04-01T11:44:31.000Z pylint: E0001 syntax-error
2026-04-01T11:44:31.000Z ##[error]Build stopped due to syntax error",2026-04-01t11:44:31.000z group run ci for apache/spark 2026-04-01t11:44:31.000z runner image: macos-latest 2026-04-01t11:44:31.000z language: go 2026-04-01t11:44:31.000z src/compiler/handler.py:74: syntaxerror: unexpected token 2026-04-01t11:44:31.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T09:23:55.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T09:23:55.000Z Runner image: macos-latest
2026-04-01T09:23:55.000Z Language: java
2026-04-01T09:23:55.000Z src/worker/handler.py:61: SyntaxError: unexpected token '['
2026-04-01T09:23:55.000Z pylint: E0001 syntax-error
2026-04-01T09:23:55.000Z ##[error]Build stopped due to syntax error",2026-04-01t09:23:55.000z group run ci for spring-projects/spring-boot 2026-04-01t09:23:55.000z runner image: macos-latest 2026-04-01t09:23:55.000z language: java 2026-04-01t09:23:55.000z src/worker/handler.py:61: syntaxerror: unexpected token 2026-04-01t09:23:55.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T11:48:26.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T11:48:26.000Z Runner image: windows-latest
2026-04-01T11:48:26.000Z Language: python
2026-04-01T11:48:26.000Z src/cache/handler.py:89: SyntaxError: unexpected token '='
2026-04-01T11:48:26.000Z pylint: E0001 syntax-error
2026-04-01T11:48:26.000Z ##[error]Build stopped due to syntax error",2026-04-01t11:48:26.000z group run ci for spring-projects/spring-boot 2026-04-01t11:48:26.000z runner image: windows-latest 2026-04-01t11:48:26.000z language: python 2026-04-01t11:48:26.000z src/cache/handler.py:89: syntaxerror: unexpected token 2026-04-01t11:48:26.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T16:40:41.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-01T16:40:41.000Z Runner image: windows-latest
2026-04-01T16:40:41.000Z Language: java
2026-04-01T16:40:41.000Z src/scheduler/handler.py:178: SyntaxError: unexpected token '@'
2026-04-01T16:40:41.000Z pylint: E0001 syntax-error
2026-04-01T16:40:41.000Z ##[error]Build stopped due to syntax error",2026-04-01t16:40:41.000z group run ci for tensorflow/tensorflow 2026-04-01t16:40:41.000z runner image: windows-latest 2026-04-01t16:40:41.000z language: java 2026-04-01t16:40:41.000z src/scheduler/handler.py:178: syntaxerror: unexpected token 2026-04-01t16:40:41.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T16:44:55.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T16:44:55.000Z Runner image: windows-latest
2026-04-01T16:44:55.000Z Language: java
2026-04-01T16:44:55.000Z src/cache/handler.py:28: SyntaxError: unexpected token ')'
2026-04-01T16:44:55.000Z pylint: E0001 syntax-error
2026-04-01T16:44:55.000Z ##[error]Build stopped due to syntax error",2026-04-01t16:44:55.000z group run ci for spring-projects/spring-boot 2026-04-01t16:44:55.000z runner image: windows-latest 2026-04-01t16:44:55.000z language: java 2026-04-01t16:44:55.000z src/cache/handler.py:28: syntaxerror: unexpected token 2026-04-01t16:44:55.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
